Ndex,MS,English,Japanese,Japanese,Japanese
Ndex,MS,English,Kana,Hepburn,Trademarked
252,,Treecko,キモリ,Kimori,Kimori
253,,Grovyle,ジュプトル,Juputoru,Juptile
254,,Sceptile,ジュカイン,Jukain,Jukain
255,,Torchic,アチャモ,Achamo,Achamo
256,,Combusken,ワカシャモ,Wakashamo,Wakasyamo
257,,Blaziken,バシャーモ,Bashāmo,Bursyamo
258,,Mudkip,ミズゴロウ,Mizugorō,Mizugorou
259,,Marshtomp,ヌマクロー,Numakurō,Numacraw
260,,Swampert,ラグラージ,Ragurāji,Laglarge
261,,Poochyena,ポチエナ,Pochiena,Pochiena
262,,Mightyena,グラエナ,Guraena,Graena
263,,Zigzagoon,ジグザグマ,Jiguzaguma,Jiguzaguma
264,,Linoone,マッスグマ,Massuguma,Massuguma
265,,Wurmple,ケムッソ,Kemusso,Kemusso
266,,Silcoon,カラサリス,Karasarisu,Karasalis
267,,Beautifly,アゲハント,Agehanto,Agehunt
268,,Cascoon,マユルド,Mayurudo,Mayuld
269,,Dustox,ドクケイル,Dokukeiru,Dokucale
270,,Lotad,ハスボー,Hasubō,Hassboh
271,,Lombre,ハスブレロ,Hasuburero,Hasubrero
272,,Ludicolo,ルンパッパ,Runpappa,Runpappa
273,,Seedot,タネボー,Tanebō,Taneboh
274,,Nuzleaf,コノハナ,Konohana,Konohana
275,,Shiftry,ダーテング,Dātengu,Dirteng
276,,Taillow,スバメ,Subame,Subame
277,,Swellow,オオスバメ,Ōsubame,Ohsubame
278,,Wingull,キャモメ,Kyamome,Camome
279,,Pelipper,ペリッパー,Perippā,Pelipper
280,,Ralts,ラルトス,Rarutosu,Ralts
281,,Kirlia,キルリア,Kiruria,Kirlia
282,,Gardevoir,サーナイト,Sānaito,Sirnight
283,,Surskit,アメタマ,Ametama,Ametama
284,,Masquerain,アメモース,Amemōsu,Amemoth
285,,Shroomish,キノココ,Kinokoko,Kinococo
286,,Breloom,キノガッサ,Kinogassa,Kinogassa
287,,Slakoth,ナマケロ,Namakero,Namakero
288,,Vigoroth,ヤルキモノ,Yarukimono,Yarukimono
289,,Slaking,ケッキング,Kekkingu,Kekking
290,,Nincada,ツチニン,Tsuchinin,Tutinin
291,,Ninjask,テッカニン,Tekkanin,Tekkanin
292,,Shedinja,ヌケニン,Nukenin,Nukenin
293,,Whismur,ゴニョニョ,Gonyonyo,Gonyonyo
294,,Loudred,ドゴーム,Dogōmu,Dogohmb
295,,Exploud,バクオング,Bakuongu,Bakuong
