Ndex,MS,English,Japanese,Japanese,Japanese
Ndex,MS,English,Kana,Hepburn,Trademarked
494,,Victini,ビクティニ,Bikutini,Victini
495,,Snivy,ツタージャ,Tsutāja,Tsutarja
496,,Servine,ジャノビー,Janobī,Janovy
497,,Serperior,ジャローダ,Jarōda,Jalorda
498,,Tepig,ポカブ,Pokabu,Pokabu
499,,Pignite,チャオブー,Chaobū,Chaoboo
500,,Emboar,エンブオー,Enbuō,Enbuoh
501,,Oshawott,ミジュマル,Mijumaru,Mijumaru
502,,Dewott,フタチマル,Futachimaru,Futachimaru
503,,Samurott,ダイケンキ,Daikenki,Daikenki
504,,Patrat,ミネズミ,Minezumi,Minezumi
505,,Watchog,ミルホッグ,Miruhoggu,Miruhog
506,,Lillipup,ヨーテリー,Yōterī,Yorterrie
507,,Herdier,ハーデリア,Hāderia,Herderrie
508,,Stoutland,ムーランド,Mūrando,Mooland
509,,Purrloin,チョロネコ,Choroneko,Choroneko
510,,Liepard,レパルダス,Reparudasu,Lepardas
511,,Pansage,ヤナップ,Yanappu,Yanappu
512,,Simisage,ヤナッキー,Yanakkī,Yanakkie
513,,Pansear,バオップ,Baoppu,Baoppu
514,,Simisear,バオッキー,Baokkī,Baokkie
515,,Panpour,ヒヤップ,Hiyappu,Hiyappu
516,,Simipour,ヒヤッキー,Hiyakkī,Hiyakkie
517,,Munna,ムンナ,Munna,Munna
518,,Musharna,ムシャーナ,Mushāna,Musharna
519,,Pidove,マメパト,Mamepato,Mamepato
520,,Tranquill,ハトーボー,Hatōbō,Hatoboh
521,,Unfezant,ケンホロウ,Kenhorō,Kenhallow
522,,Blitzle,シママ,Shimama,Shimama
523,,Zebstrika,ゼブライカ,Zeburaika,Zebraika
524,,Roggenrola,ダンゴロ,Dangoro,Dangoro
525,,Boldore,ガントル,Gantoru,Gantle
526,,Gigalith,ギガイアス,Gigaiasu,Gigaiath
527,,Woobat,コロモリ,Koromori,Koromori
528,,Swoobat,ココロモリ,Kokoromori,Kokoromori
529,,Drilbur,モグリュー,Moguryū,Mogurew
530,,Excadrill,ドリュウズ,Doryūzu,Doryuzu
531,,Audino,タブンネ,Tabunne,Tabunne
532,,Timburr,ドッコラー,Dokkorā,Dokkorer
533,,Gurdurr,ドテッコツ,Dotekkotsu,Dotekkotsu
534,,Conkeldurr,ローブシン,Rōbushin,Roubushin
535,,Tympole,オタマロ,Otamaro,Otamaro
536,,Palpitoad,ガマガル,Gamagaru,Gamagaru
