Ndex,MS,English,Japanese,Japanese,Japanese
Ndex,MS,English,Kana,Hepburn,Trademarked
810,,Grookey,サルノリ,Sarunori,Sarunori
811,,Thwackey,バチンキー,Bachinkī,Bachinkey
812,,Rillaboom,ゴリランダー,Gorirandā,Gorirander
813,,Scorbunny,ヒバニー,Hibanī,Hibanny
814,,Raboot,ラビフット,Rabifutto,Rabbifuto
815,,Cinderace,エースバーン,Ēsubān,Aceburn
816,,Sobble,メッソン,Messon,Messon
817,,Drizzile,ジメレオン,Jimereon,Jimereon
818,,Inteleon,インテレオン,Intereon,Intereon
819,,Skwovet,ホシガリス,Hoshigarisu,Hoshigarisu
820,,Greedent,ヨクバリス,Yokubarisu,Yokubarisu
821,,Rookidee,ココガラ,Kokogara,Kokogara
822,,Corvisquire,アオガラス,Aogarasu,Aogarasu
823,,Corviknight,アーマーガア,Āmāgā,Armorga
824,,Blipbug,サッチムシ,Satchimushi,Sacchimushi
825,,Dottler,レドームシ,Redōmushi,Redomushi
826,,Orbeetle,イオルブ,Iorubu,Eolb
827,,Nickit,クスネ,Kusune,Kusune
828,,Thievul,フォクスライ,Fokusurai,Foxly
829,,Gossifleur,ヒメンカ,Himenka,Himenka
830,,Eldegoss,ワタシラガ,Watashiraga,Watashiraga
831,,Wooloo,ウールー,Ūrū,Wooluu
832,,Dubwool,バイウールー,Baiūrū,Baiwooluu
833,,Chewtle,カムカメ,Kamukame,Kamukame
834,,Drednaw,カジリガメ,Kajirigame,Kajirigame
835,,Yamper,ワンパチ,Wanpachi,Wanpachi
836,,Boltund,パルスワン,Parusuwan,Pulsewan
837,,Rolycoly,タンドン,Tandon,Tandon
838,,Carkol,トロッゴン,Toroggon,Toroggon
839,,Coalossal,セキタンザン,Sekitanzan,Sekitanzan
840,,Applin,カジッチュ,Kajitchu,Kajicchu
841,,Flapple,アップリュー,Appuryū,Appryu
842,,Appletun,タルップル,Taruppuru,Tarupple
843,,Silicobra,スナヘビ,Sunahebi,Sunahebi
844,,Sandaconda,サダイジャ,Sadaija,Sadaija
845,,Cramorant,ウッウ,U'u,Uu
846,,Arrokuda,サシカマス,Sashikamasu,Sasikamasu
847,,Barraskewda,カマスジョー,Kamasujō,Kamasujaw
848,,Toxel,エレズン,Erezun,Eleson
849,,Toxtricity,ストリンダー,Sutorindā,Strinder
850,,Sizzlipede,ヤクデ,Yakude,Yakude
851,,Centiskorch,マルヤクデ,Maruyakude,Maruyakude
852,,Clobbopus,タタッコ,Tatakko,Tatakko
