Ndex,MS,English,Japanese,Japanese,Japanese
Ndex,MS,English,Kana,Hepburn,Trademarked
650,,Chespin,ハリマロン,Harimaron,Harimaron
651,,Quilladin,ハリボーグ,Haribōgu,Hariborg
652,,Chesnaught,ブリガロン,Burigaron,Brigarron
653,,Fennekin,フォッコ,Fokko,Fokko
654,,Braixen,テールナー,Tērunā,Tairenar
655,,Delphox,マフォクシー,Mafokushī,Mahoxy
656,,Froakie,ケロマツ,Keromatsu,Keromatsu
657,,Frogadier,ゲコガシラ,Gekogashira,Gekogashira
658,,Greninja,ゲッコウガ,Gekkōga,Gekkouga
659,,Bunnelby,ホルビー,Horubī,Horubee
660,,Diggersby,ホルード,Horūdo,Horudo
661,,Fletchling,ヤヤコマ,Yayakoma,Yayakoma
662,,Fletchinder,ヒノヤコマ,Hinoyakoma,Hinoyakoma
663,,Talonflame,ファイアロー,Faiarō,Fiarrow
664,,Scatterbug,コフキムシ,Kofukimushi,Kofukimushi
665,,Spewpa,コフーライ,Kofūrai,Kofuurai
666,,Vivillon,ビビヨン,Bibiyon,Viviyon
667,,Litleo,シシコ,Shishiko,Shishiko
668,,Pyroar,カエンジシ,Kaenjishi,Kaenjishi
669,,Flabébé,フラベベ,Furabebe,Flabebe
670,,Floette,フラエッテ,Furaette,Floette
671,,Florges,フラージェス,Furājesu,Florges
672,,Skiddo,メェークル,Mēkuru,Meecle
673,,Gogoat,ゴーゴート,Gōgōto,Gogoat
674,,Pancham,ヤンチャム,Yanchamu,Yancham
675,,Pangoro,ゴロンダ,Goronda,Goronda
676,,Furfrou,トリミアン,Torimian,Trimmien
677,,Espurr,ニャスパー,Nyasupā,Nyasper
678,,Meowstic,ニャオニクス,Nyaonikusu,Nyaonix
679,,Honedge,ヒトツキ,Hitotsuki,Hitotsuki
680,,Doublade,ニダンギル,Nidangiru,Nidangill
681,,Aegislash,ギルガルド,Girugarudo,Gillgard
682,,Spritzee,シュシュプ,Shushupu,Shushupu
683,,Aromatisse,フレフワン,Furefuwan,Frefuwan
684,,Swirlix,ペロッパフ,Peroppafu,Peroppafu
685,,Slurpuff,ペロリーム,Perorīmu,Peroream
686,,Inkay,マーイーカ,Māīka,Maaiika
687,,Malamar,カラマネロ,Karamanero,Calamanero
688,,Binacle,カメテテ,Kametete,Kametete
689,,Barbaracle,ガメノデス,Gamenodesu,Gamenodes
690,,Skrelp,クズモー,Kuzumō,Kuzumo
691,,Dragalge,ドラミドロ,Doramidoro,Dramidoro
692,,Clauncher,ウデッポウ,Udeppō,Udeppou
693,,Clawitzer,ブロスター,Burosutā,Bloster
694,,Helioptile,エリキテル,Erikiteru,Erikiteru
695,,Heliolisk,エレザード,Erezādo,Elezard
696,,Tyrunt,チゴラス,Chigorasu,Chigoras
697,,Tyrantrum,ガチゴラス,Gachigorasu,Gachigoras
698,,Amaura,アマルス,Amarusu,Amarus
699,,Aurorus,アマルルガ,Amaruruga,Amaruruga
700,,Sylveon,ニンフィア,Ninfia,Nymphia
701,,Hawlucha,ルチャブル,Ruchaburu,Luchabull
702,,Dedenne,デデンネ,Dedenne,Dedenne
703,,Carbink,メレシー,Mereshī,Melecie
704,,Goomy,ヌメラ,Numera,Numera
705,,Sliggoo,ヌメイル,Numeiru,Numeil
706,,Goodra,ヌメルゴン,Numerugon,Numelgon
707,,Klefki,クレッフィ,Kureffi,Cleffy
708,,Phantump,ボクレー,Bokurē,Bokurei
709,,Trevenant,オーロット,Ōrotto,Ohrot
710,,Pumpkaboo,バケッチャ,Baketcha,Bakeccha
711,,Gourgeist,パンプジン,Panpujin,Pumpjin
712,,Bergmite,カチコール,Kachikōru,Kachikohru
713,,Avalugg,クレベース,Kurebēsu,Crebase
714,,Noibat,オンバット,Onbatto,Onbat
715,,Noivern,オンバーン,Onbān,Onvern
716,,Xerneas,ゼルネアス,Zeruneasu,Xerneas
717,,Yveltal,イベルタル,Iberutaru,Yveltal
718,,Zygarde,ジガルデ,Jigarude,Zygarde
719,,Diancie,ディアンシー,Dianshī,Diancie
720,,Hoopa,フーパ,Fūpa,Hoopa
721,,Volcanion,ボルケニオン,Borukenion,Volcanion
